Statement,Suspiciousness
org.mockito.internal.util.reflection.AccessibilityChanger#29,0.001920691745690075
org.mockito.internal.verification.Times#29,0.002246516108404967
org.mockito.internal.util.MockCreationValidator#29,0.0
org.mockito.internal.configuration.ClassPathLoader#29,0
org.mockito.internal.configuration.InjectingAnnotationEngine#29,0.001233684462485034
org.mockito.exceptions.base.MockitoException#29,0.0
org.mockito.Answers#29,0.0014024376478161907
org.mockito.internal.progress.ThreadSafeMockingProgress#29,0.0017015860729131273
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#29,0.0
org.mockito.internal.progress.MockingProgressImpl#30,0.0017015860729131273
org.mockito.internal.progress.ArgumentMatcherStorageImpl#30,0.0
org.mockito.internal.creation.jmock.ClassImposterizer#30,0.0014024376478161907
org.mockito.exceptions.verification.junit.JUnitTool#30,0.006354107097191862
org.mockito.internal.invocation.MatchersBinder#30,0.0
org.mockito.internal.util.reflection.AccessibilityChanger#30,0.001920691745690075
org.mockito.internal.verification.RegisteredInvocations#30,0.0
org.mockito.internal.stubbing.BaseStubbing#30,0.0
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#30,0.008319479070496521
org.mockito.internal.invocation.InvocationMatcher#30,0.001594071387226813
org.mockito.internal.configuration.SpyAnnotationEngine#30,0.0012343308782812817
org.mockito.internal.creation.MockSettingsImpl#30,0
org.mockito.internal.creation.MethodInterceptorFilter#30,0.001412993263135476
org.mockito.internal.creation.jmock.SearchingClassLoader#30,0.001406248626710996
org.mockito.internal.verification.Times#30,0.002246516108404967
org.mockito.internal.util.MockCreationValidator#30,0
org.mockito.exceptions.base.MockitoException#30,0.0
org.mockito.Answers#30,0.0014024376478161907
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#30,0.0
org.mockito.internal.util.reflection.LenientCopyTool#31,0.005338517771987276
org.mockito.internal.progress.ArgumentMatcherStorageImpl#31,0.0
org.mockito.internal.util.ObjectMethodsGuru#31,0.001636085011824621
org.mockito.internal.verification.checkers.MissingInvocationChecker#31,0.002967999399751862
org.mockito.exceptions.verification.junit.JUnitTool#31,0
org.mockito.internal.invocation.MatchersBinder#31,0.0
org.mockito.internal.util.reflection.AccessibilityChanger#31,0.001920691745690075
